provinsi_id,kabupaten_id,kepadatan_penduduk,tingkat_pendidikan,tingkat_pengangguran,akses_air_bersih,akses_listrik,fasilitas_kesehatan,jalan_aspal,luas_sawah,pendapatan_perkapita,jenis_wilayah,kemiskinan
7,211,63.98,7.81,6.74,75.87,86.42,23,86.01,9131.76,2655405.8,rural,0
10,304,142.17,8.64,7.37,83.39,96.46,10,48.57,4324.28,2192623.82,urban,0
24,369,33.61,4.67,4.14,86.6,75.07,14,75.02,9397.36,1066379.41,rural,1
29,376,30.59,6.32,5.54,89.22,90.26,19,67.52,855.35,1342458.11,rural,0
18,389,268.96,5.15,21.17,88.05,69.77,17,38.05,4808.5,2097499.51,rural,0
13,33,328.63,10.75,5.77,88.41,80.95,10,53.28,3120.19,2003729.68,urban,0
20,79,28.8,9.89,2.0,60.62,85.66,20,81.04,3653.28,1833133.26,urban,0
5,305,657.1,4.81,7.01,88.85,79.09,18,30.29,5915.15,1518871.31,rural,1
34,345,786.84,6.03,7.96,52.84,90.15,10,79.11,2807.64,2147274.31,urban,0
26,262,115.3,10.16,4.28,88.17,83.3,16,27.24,13752.85,2423710.09,urban,0
11,305,682.08,10.29,8.5,92.56,88.04,12,34.28,2322.95,903248.02,urban,0
29,155,153.78,13.51,4.51,56.26,90.93,17,68.89,15897.94,3970957.6,urban,0
19,2,137.3,6.67,2.87,71.35,94.13,13,32.5,4213.32,588494.89,urban,1
30,487,177.58,5.09,10.64,97.33,78.28,17,41.59,858.38,813943.07,urban,1
21,202,74.6,6.22,1.7,96.65,64.54,21,60.06,332.72,588888.45,urban,1
7,441,333.86,12.89,6.63,95.36,73.6,14,37.05,26138.66,866785.02,urban,0
5,447,142.68,13.03,6.52,93.27,92.0,10,69.14,246.53,1985309.04,rural,0
1,290,236.8,8.03,6.62,83.5,83.05,14,51.05,7692.35,428740.44,rural,0
18,484,2.8,10.29,2.62,85.97,82.75,10,66.41,1512.81,2245731.11,urban,0
6,62,114.45,4.91,7.92,77.08,82.56,8,77.07,2110.13,1263887.24,rural,1
3,146,49.17,9.16,7.86,60.96,68.48,15,76.14,3504.06,1465570.57,urban,1
1,414,633.94,9.84,7.67,75.03,70.51,10,81.83,668.35,2923651.54,rural,0
14,414,242.25,8.58,6.74,62.12,75.19,15,68.98,8931.94,1300477.9,urban,1
30,491,4563.81,8.83,7.11,65.7,94.0,17,82.48,7232.37,1438914.01,rural,0
11,374,375.54,10.05,0.95,82.19,94.52,17,46.9,6419.29,1911610.48,urban,0
34,466,10.37,9.26,3.63,61.21,77.01,19,33.96,1398.31,2028092.63,rural,0
12,73,713.44,9.65,9.76,83.83,92.3,17,37.61,3512.57,928796.12,urban,0
23,97,487.21,1.87,3.79,89.32,94.43,9,86.03,13286.0,9667895.52,rural,0
33,190,147.68,7.94,4.07,54.27,88.62,14,91.41,2611.54,1638689.71,urban,1
30,473,205.59,6.86,1.96,89.5,81.03,19,57.3,2380.86,1126459.5,rural,1
15,420,1226.58,2.27,6.85,64.66,63.53,11,36.8,702.69,1130637.67,urban,1
12,237,587.65,7.5,10.1,55.91,92.82,11,67.84,3406.05,1161708.44,rural,1
1,238,142.2,9.28,2.82,81.24,77.22,22,79.68,13072.92,1125962.41,urban,0
31,205,43.07,9.13,3.76,97.18,85.26,9,76.45,441.44,2027510.71,urban,0
2,101,820.41,8.73,8.34,76.0,98.35,19,81.0,5466.64,6578284.12,urban,0
8,175,636.86,9.49,0.92,77.78,82.24,11,74.85,2699.23,3545088.25,rural,0
20,403,330.86,11.7,5.81,79.1,96.44,17,65.78,1538.08,2145507.89,urban,0
28,243,2185.58,9.72,5.96,89.8,96.17,10,66.51,8289.44,514393.23,urban,0
22,336,72.86,8.57,3.71,80.48,98.35,13,73.07,4471.19,614574.68,urban,0
6,150,570.13,9.26,10.4,96.52,84.7,15,72.06,17520.86,980326.11,rural,0
26,24,123.05,5.46,3.26,86.88,98.4,18,58.12,4773.96,10760358.35,urban,0
12,381,88.39,7.68,9.34,56.91,55.85,15,61.58,1022.29,1434416.63,rural,1
20,165,232.78,5.96,3.42,88.54,91.67,13,83.17,11386.36,309957.67,urban,0
29,356,686.55,9.9,5.19,55.83,99.22,17,64.29,1197.43,3153807.6,urban,0
3,495,13.36,8.39,4.05,88.41,80.77,12,77.59,1074.11,1829204.84,rural,0
32,217,1265.77,6.36,26.59,89.25,81.45,16,65.81,8976.44,2217671.13,urban,0
32,277,39.33,5.87,4.53,87.38,96.81,12,65.99,4558.97,3926479.42,rural,0
27,311,504.58,11.45,16.43,59.36,85.37,24,59.56,113.08,1837746.31,rural,0
21,214,947.68,7.1,5.04,87.02,74.64,11,73.73,16122.04,1391206.22,rural,1
13,420,20.45,9.92,1.79,78.64,89.67,14,86.07,12561.34,2061357.3,urban,0
24,293,13.73,9.24,0.76,53.86,94.48,17,80.31,3924.28,2010735.25,rural,0
7,464,246.96,7.17,8.17,47.43,90.53,9,66.17,2084.86,1286084.67,urban,1
17,319,23.8,5.37,4.61,73.91,98.81,14,73.21,5927.48,449516.33,rural,1
20,429,84.5,8.35,5.34,58.63,75.83,18,55.61,4730.07,4809885.55,urban,0
13,483,418.42,10.76,3.33,83.6,98.13,23,48.2,20911.09,3738003.92,urban,0
3,156,42.43,9.62,4.57,60.26,97.97,17,59.49,10416.46,3530834.1,urban,0
24,37,119.07,6.51,3.63,79.62,80.55,10,57.73,1066.21,1058243.72,rural,1
8,87,64.48,3.89,3.38,75.76,56.47,15,54.42,2109.61,436019.81,rural,1
9,197,55.99,5.71,6.81,57.99,90.61,16,38.61,13534.7,1135204.33,urban,1
15,284,163.69,9.1,3.46,83.94,50.67,10,56.06,7214.31,1001390.09,urban,0
9,209,268.3,6.65,14.44,71.5,95.5,11,65.63,6333.34,2135174.83,urban,0
2,415,59.67,12.44,11.9,67.43,97.93,14,57.27,2003.55,196406.5,rural,0
20,462,431.81,4.6,3.75,94.18,82.8,17,60.44,11105.3,1667292.31,urban,1
5,510,114.36,8.41,4.99,94.25,98.94,14,93.11,3522.36,2642007.97,rural,0
8,412,550.02,12.74,7.66,78.72,88.6,10,51.98,5290.18,2423228.69,rural,0
26,307,234.22,5.83,0.63,90.63,67.72,13,58.96,2524.86,1793545.17,urban,1
11,444,23.46,8.53,2.67,54.18,94.21,20,36.59,5215.28,4786881.99,rural,0
11,247,85.55,6.92,14.33,60.93,65.24,23,55.66,4083.24,2627716.17,rural,0
27,213,101.83,7.59,5.96,73.84,87.51,15,68.87,2029.65,1871745.55,urban,0
2,203,429.34,9.09,5.46,77.5,84.42,12,67.4,3698.61,1166822.14,rural,1
13,426,97.31,12.31,6.11,93.36,85.27,17,76.62,3816.47,2660093.58,urban,0
21,5,36.41,8.31,4.61,66.03,95.43,19,61.11,9001.89,2335061.15,urban,0
1,206,2317.21,3.08,4.62,57.44,96.65,14,55.08,676.75,2493511.42,rural,0
5,301,136.24,8.52,6.19,90.4,77.98,17,39.46,3897.06,3964063.32,urban,0
31,60,510.29,6.42,6.66,87.38,94.3,15,62.03,6875.38,2766915.19,urban,0
27,451,144.24,8.08,7.03,82.34,95.51,17,63.1,4389.63,1049006.2,urban,0
24,256,139.65,4.71,2.75,38.21,91.56,11,74.14,569.04,1546183.99,urban,1
31,407,1404.81,10.57,2.26,87.68,95.36,15,64.34,4790.58,657169.16,rural,0
13,69,288.52,8.22,5.64,78.11,73.42,5,59.7,10229.38,3860235.25,urban,0
12,157,57.07,7.51,2.7,92.21,54.39,14,82.0,2508.63,2193356.64,rural,0
7,153,166.57,11.24,2.09,86.38,83.06,15,72.43,1588.69,5559948.84,urban,0
33,81,279.16,5.95,4.56,82.82,95.4,12,68.09,1967.41,2880045.11,urban,0
29,487,85.66,7.7,6.93,90.5,96.0,19,42.41,439.62,1291852.88,rural,0
30,334,48.61,7.14,10.07,70.1,84.32,13,31.87,541.55,2404494.9,urban,0
1,63,103.56,8.25,5.11,46.01,91.62,18,38.27,6491.7,1344114.1,urban,0
15,406,0.94,7.16,5.22,87.07,66.01,15,58.8,5045.27,836508.02,rural,1
14,464,1796.59,13.37,4.73,89.6,92.27,19,84.19,14995.85,1383908.93,urban,0
13,120,55.23,9.15,8.68,80.12,72.73,10,45.61,12793.35,1320425.04,urban,0
9,298,40.55,7.95,10.84,85.77,95.85,17,76.51,3648.61,1379516.94,urban,0
6,397,22.52,10.48,6.25,87.37,82.63,14,28.25,1464.19,9919764.69,urban,0
28,343,212.49,11.39,0.89,56.75,93.36,23,64.34,4148.8,1574975.85,rural,0
23,261,6052.25,8.95,4.11,94.66,70.08,12,32.29,21744.0,9633433.88,rural,0
26,144,86.29,9.01,6.26,87.05,97.06,20,43.7,2569.62,3722985.06,urban,0
27,182,8.77,5.09,10.94,70.48,85.73,18,49.87,1671.36,489514.05,rural,1
23,485,94.36,7.78,6.19,91.63,89.81,13,45.56,1986.71,4379605.95,rural,0
20,417,756.05,7.85,1.63,96.1,64.24,10,91.53,2766.46,1012682.69,urban,1
24,491,725.59,7.92,10.44,76.88,95.44,15,55.98,5692.2,3006824.61,rural,0
3,73,41.8,7.72,6.72,70.58,88.63,11,81.57,558.19,714932.05,rural,1
8,436,43.02,8.59,4.74,88.2,77.29,11,52.84,5570.6,10568350.17,urban,0
32,274,37.57,11.32,11.07,79.58,96.81,11,55.08,5515.37,1682202.72,urban,0
31,422,49.24,7.57,8.57,69.03,93.92,18,76.22,1611.73,2489115.85,rural,0
10,359,29.02,13.45,3.24,91.48,91.7,15,86.53,7856.18,1747357.31,urban,0
7,436,41.45,10.39,6.83,58.86,90.58,16,52.37,2984.43,9243885.75,rural,0
9,315,485.88,10.01,4.19,82.98,81.23,16,88.33,2125.01,1385979.11,urban,0
25,268,15.52,4.85,2.3,81.67,80.88,8,59.64,2865.58,635375.45,rural,1
2,137,88.49,7.22,7.38,50.44,87.59,12,63.02,700.68,4345866.79,urban,0
5,66,61.16,7.58,4.01,57.79,85.59,20,74.03,3933.24,1006721.76,urban,1
24,335,30.04,8.09,1.68,52.33,80.7,16,55.12,5742.36,1808062.85,rural,0
11,465,203.12,11.45,4.51,87.24,77.69,11,61.24,2170.97,3223398.77,urban,0
18,293,1112.2,8.66,2.26,73.18,84.07,11,37.93,1587.52,1066667.17,rural,1
23,510,612.59,9.25,12.23,59.03,95.81,12,53.27,828.33,747667.25,urban,0
26,333,27.42,14.95,3.27,55.37,87.92,17,74.79,3739.16,2028081.29,urban,0
5,368,45.19,9.16,8.37,90.96,70.57,19,48.26,911.52,3208439.12,rural,0
26,262,16.86,7.72,11.51,84.16,84.12,14,56.41,1105.07,5743224.37,rural,0
13,346,179.65,10.15,11.78,77.8,91.02,19,44.35,9849.62,1135502.67,urban,0
21,346,124.77,6.03,6.46,66.3,81.53,17,90.93,6460.89,793046.79,rural,1
28,125,38.3,8.45,7.7,82.15,78.34,10,51.59,2460.55,1199783.5,rural,0
15,115,477.28,13.69,4.2,90.62,99.28,12,71.92,3553.22,1081039.63,rural,0
28,52,73.02,12.9,2.4,56.71,89.98,13,66.41,4536.7,877712.79,rural,0
30,513,105.38,7.86,0.16,56.92,87.69,16,51.47,214.66,2015443.44,urban,0
20,512,192.03,7.07,3.96,73.32,91.84,17,63.65,16533.92,371218.21,rural,1
32,486,440.74,11.14,1.84,85.14,91.39,15,50.89,2277.52,1837046.67,urban,0
15,433,1025.82,1.74,9.11,68.32,93.92,13,71.92,14029.04,1427994.37,urban,1
3,302,106.01,8.6,3.21,69.25,82.53,19,68.52,9833.76,2931730.41,rural,0
5,37,210.14,9.06,16.97,91.93,96.28,9,81.93,15122.93,1503747.79,urban,0
32,458,300.5,12.67,2.33,83.34,79.03,15,87.67,1335.08,124213.51,urban,0
29,389,676.18,7.16,0.41,91.85,85.85,17,85.65,1593.58,1142294.65,urban,0
17,442,147.18,12.04,15.7,93.85,76.57,15,67.71,4587.65,1355670.39,rural,0
23,388,128.65,6.98,10.06,55.93,97.67,13,62.62,7102.51,1041153.15,urban,1
9,365,114.09,5.02,8.87,62.45,80.99,20,79.19,4245.73,2268419.44,urban,0
15,391,191.69,10.34,8.2,72.97,90.32,13,49.35,1760.32,1513577.18,urban,0
10,120,745.42,10.0,8.61,83.51,94.72,9,79.69,735.2,2734507.83,rural,0
17,303,3.4,8.15,8.8,91.2,72.3,12,57.53,5710.62,3771058.55,urban,0
34,342,47.08,6.71,9.71,95.72,67.15,11,62.93,13020.66,414448.8,urban,1
28,13,232.59,5.3,3.73,68.45,94.51,20,59.55,867.17,1976854.79,rural,0
13,208,112.71,7.94,8.8,66.93,66.35,14,93.82,7006.79,10907310.08,urban,0
4,40,116.46,10.47,16.15,86.29,94.85,21,76.58,2830.26,1089940.48,urban,0
23,190,114.44,3.35,7.09,84.9,74.75,19,81.77,4867.89,905364.1,rural,1
3,31,1188.13,10.5,6.07,81.6,89.41,12,68.07,6721.3,2989607.12,rural,0
20,35,110.82,8.16,5.27,62.18,90.33,25,47.85,12887.36,2569803.3,urban,0
21,263,413.22,6.44,6.63,42.47,73.49,15,90.22,273.93,1206283.7,urban,1
17,23,194.99,10.6,5.54,88.68,74.24,12,69.37,957.03,227085.61,rural,0
31,410,94.56,9.62,2.96,88.7,77.77,18,37.25,2557.52,2032399.09,urban,0
31,452,30.34,12.75,10.47,80.53,96.37,14,87.03,9426.84,1568518.79,urban,0
21,362,1831.12,11.55,7.99,84.83,94.48,20,48.22,8895.66,1358833.7,urban,0
6,189,62.93,7.77,2.04,61.56,90.76,10,60.68,3549.99,1589657.74,urban,1
17,254,5.43,3.48,4.09,76.23,84.79,16,43.02,442.1,2029779.32,rural,0
17,417,341.65,12.38,7.91,66.53,93.27,12,88.98,1832.1,569244.61,rural,0
8,343,498.21,6.76,8.55,56.86,80.6,8,80.41,3734.75,4886239.31,urban,0
32,295,908.37,6.99,5.53,87.13,79.62,14,45.39,11714.66,3355248.44,rural,0
3,432,73.84,8.65,0.77,98.42,79.08,15,62.3,7534.25,11085369.4,urban,0
31,114,35.27,10.21,2.58,62.16,71.15,17,47.35,3808.6,662204.77,urban,1
11,431,195.39,8.86,11.47,40.76,50.57,11,41.02,1695.06,2938745.44,urban,0
27,307,623.9,7.83,12.53,34.4,97.71,15,80.74,4256.86,3354970.45,urban,0
19,239,53.94,9.34,9.79,73.7,89.15,19,63.83,1850.81,2478702.32,urban,0
12,321,109.78,11.09,5.33,65.26,68.16,15,40.38,5905.35,1439479.27,urban,1
24,151,917.82,9.74,3.25,74.65,90.88,23,77.82,5387.53,3807167.75,urban,0
27,426,27.6,6.0,16.32,87.41,78.17,19,50.88,14993.73,892173.36,urban,1
27,421,16.28,8.17,14.25,79.28,96.99,23,79.82,7796.51,1279295.7,urban,0
33,245,182.87,7.84,4.99,77.27,69.13,17,65.03,3483.15,3561886.0,urban,0
33,256,68.17,12.74,5.63,85.15,82.85,15,63.96,6967.71,3872857.92,urban,0
2,90,133.44,9.24,7.73,92.72,92.01,18,54.2,779.7,1256601.09,rural,0
31,362,441.61,8.24,1.29,86.19,82.63,11,46.04,10278.12,932580.87,urban,0
19,58,151.45,7.95,8.63,73.4,91.88,5,60.09,649.08,3633873.95,rural,0
27,6,131.4,6.68,5.15,74.32,79.16,13,87.37,2236.66,777122.68,urban,1
3,68,806.34,6.06,7.11,72.53,85.53,16,53.32,1228.3,9019651.19,urban,0
28,513,1669.5,10.61,7.06,74.54,94.55,20,73.39,8787.65,833004.19,rural,0
19,144,170.9,4.66,6.16,82.25,62.7,10,54.17,6161.44,4525140.13,rural,0
2,110,887.41,8.36,5.07,77.96,67.17,13,34.34,5710.18,3940902.28,rural,0
15,391,59.06,7.88,4.46,95.84,78.07,16,62.99,3424.28,10951964.79,rural,0
30,177,712.11,6.05,1.65,65.19,86.63,26,66.94,2679.59,1032658.0,rural,1
31,337,152.53,6.45,6.0,91.5,91.22,15,46.17,1724.42,300331.41,urban,0
30,276,63.21,7.09,1.02,83.33,87.88,13,51.67,2270.96,1605800.33,urban,0
32,269,384.93,8.91,7.74,78.34,75.25,14,38.46,7847.18,292769.78,rural,1
15,232,10.27,9.86,3.08,81.39,80.91,22,51.81,5094.28,2250304.28,urban,0
1,399,89.15,12.58,8.42,84.36,74.74,16,76.0,4090.92,5163000.74,urban,0
31,307,32.74,4.66,6.04,78.6,83.76,21,69.79,1702.28,4929049.86,rural,0
28,109,136.84,9.28,11.96,79.62,82.06,21,83.0,1190.48,1268997.52,urban,1
22,84,65.83,11.04,4.59,82.06,85.24,15,76.4,3141.4,831504.62,rural,0
6,326,40.16,8.48,14.13,48.84,90.23,17,59.24,1175.74,1206603.37,urban,0
12,474,1349.73,9.52,8.84,58.15,97.85,16,49.25,548.69,1359377.33,urban,0
21,52,611.18,8.6,4.35,71.35,97.55,16,82.64,73.34,3227746.36,urban,0
26,429,443.67,6.61,5.78,92.83,95.93,12,75.84,2865.3,2018773.28,urban,0
11,507,749.61,11.1,5.88,82.18,85.26,20,46.34,2209.31,3384268.13,urban,0
34,12,34.67,9.03,7.47,76.74,93.51,11,49.1,1041.99,2041272.77,rural,0
20,346,133.12,8.71,9.75,87.43,98.38,18,65.5,14.46,1034826.43,rural,0
21,360,6.13,10.17,0.84,38.45,90.31,18,64.93,11746.3,1209590.33,urban,0
23,310,109.96,1.13,8.93,52.47,87.49,10,54.02,2365.52,1607061.46,urban,1
12,323,12984.49,6.3,12.54,61.3,96.16,15,85.09,1121.68,2790814.34,rural,0
20,253,211.14,8.4,6.25,78.9,94.85,10,81.13,4054.51,2326298.11,urban,0
6,376,637.49,3.73,6.61,81.59,93.46,19,84.76,3284.2,1793065.42,rural,0
16,235,49.5,11.11,5.53,83.62,88.7,17,33.8,86.53,1334769.47,rural,0
26,423,294.13,8.49,7.58,29.14,80.98,15,37.48,19199.47,3599903.59,rural,0
12,45,66.67,6.61,2.28,80.06,73.49,19,53.3,4360.4,1981661.97,urban,0
17,35,24.86,10.22,4.06,74.11,86.76,17,67.77,604.29,439980.1,rural,0
1,156,94.09,7.65,5.89,88.23,93.75,12,95.41,332.13,1024800.85,urban,0
18,511,117.58,13.11,15.53,75.45,60.3,21,63.17,2998.34,1451558.88,rural,1
20,270,612.97,9.67,15.96,57.65,91.73,24,55.98,6548.27,1061008.6,urban,0
2,350,488.23,11.61,4.24,73.9,93.39,7,25.22,2892.9,1202250.64,rural,0
18,295,18.8,2.96,3.74,77.33,98.03,13,43.44,9656.67,628632.8,rural,1
5,237,141.48,7.57,19.52,77.92,91.01,16,79.67,3377.52,2552212.1,urban,0
30,305,306.22,11.25,0.63,83.56,89.45,10,73.02,2235.88,1368154.6,urban,0
27,154,816.69,11.76,9.3,90.44,97.2,11,50.86,5801.55,12548321.47,urban,0
28,227,683.37,9.59,6.66,76.92,60.41,15,64.81,12937.47,625841.76,rural,1
30,420,87.35,5.95,4.14,82.18,56.95,20,54.27,11879.48,11240519.63,rural,0
4,330,209.74,10.87,5.2,80.87,94.83,16,41.53,243.6,3643504.43,rural,0
5,405,47.97,13.61,8.36,71.27,94.13,22,79.61,4258.13,6076391.89,urban,0
30,411,4.33,11.1,4.0,91.72,94.08,13,44.13,1721.61,2675109.21,rural,0
9,297,27.53,7.75,3.17,91.99,68.58,14,46.54,7911.2,1960878.21,rural,0
4,184,9.78,11.48,3.11,75.51,97.65,19,96.04,6996.51,443142.93,rural,0
19,404,51.17,12.12,7.33,91.41,59.07,12,56.28,6356.96,2251624.92,rural,0
16,397,112.58,13.29,13.5,55.6,64.82,18,61.06,1448.14,1465620.25,urban,1
16,210,1197.33,9.07,4.61,69.7,78.35,22,70.24,359.99,2586924.42,rural,0
17,476,62.15,9.89,1.92,74.75,90.19,13,55.35,13217.84,8539768.76,urban,0
16,18,811.97,8.36,1.21,81.33,92.08,18,74.98,4344.01,1789112.49,urban,0
19,234,698.35,9.05,0.9,93.84,83.35,19,52.22,2136.51,1434320.49,urban,0
14,89,231.11,12.19,3.06,88.48,67.15,18,82.55,14447.39,4426689.67,urban,0
19,329,9.83,9.53,6.79,87.62,83.86,11,43.76,1024.28,6695033.45,urban,0
34,450,124.23,10.16,3.09,83.85,80.24,15,71.27,508.78,1593764.38,urban,0
27,451,370.09,13.25,1.9,71.86,87.88,13,82.57,1283.43,1648436.97,urban,0
20,121,223.28,7.87,1.79,94.57,89.96,14,65.29,1169.54,2979741.4,urban,0
23,485,431.21,6.41,10.4,80.09,73.72,18,78.27,5805.71,2512905.37,rural,0
10,36,1682.88,8.58,10.24,85.48,75.68,18,54.55,98.44,1068432.55,urban,0
25,160,231.1,9.38,3.57,87.63,81.68,13,75.57,1093.6,1602731.52,rural,0
32,484,12.94,6.93,6.7,86.64,75.46,19,46.61,862.24,486147.44,rural,1
16,36,492.94,12.45,13.81,60.7,67.05,22,47.48,12517.16,6246107.65,rural,0
24,25,37.3,7.85,3.82,92.22,99.47,17,60.12,8665.8,1815285.21,rural,0
28,398,179.0,13.39,13.4,84.56,85.96,21,88.94,842.5,982022.58,rural,0
1,408,1022.54,8.82,7.11,69.51,97.34,18,50.51,5943.32,3212377.75,urban,0
25,184,184.19,6.37,2.21,87.31,78.33,11,46.82,3294.11,569851.47,urban,1
2,471,5069.98,12.02,11.53,61.22,93.29,14,65.43,5387.22,1958667.93,rural,0
30,67,74.29,6.67,6.05,74.65,89.6,9,86.54,8546.47,1387915.4,urban,1
22,95,8.29,6.91,1.66,55.72,87.42,16,71.19,5705.51,986173.91,rural,1
2,443,19.03,6.8,3.72,75.27,94.59,12,74.87,1721.52,1906228.09,rural,0
34,499,15.05,15.02,7.99,85.9,82.0,17,72.92,937.01,1924048.03,urban,0
20,189,188.61,7.93,2.94,83.06,92.44,16,55.86,6292.65,2353014.58,urban,0
29,244,729.63,9.62,6.28,93.97,90.65,14,88.41,2786.65,479395.66,urban,0
14,410,47.11,5.85,5.57,75.08,91.84,17,48.33,6917.35,2153586.56,rural,0
22,432,150.25,7.25,3.45,45.05,78.73,13,70.04,1562.47,927456.34,rural,1
11,77,318.45,8.94,9.42,56.94,94.18,16,75.77,469.09,956323.37,urban,0
19,337,502.38,8.21,0.51,81.89,99.33,25,63.55,7161.8,1242835.97,urban,0
20,415,694.85,3.85,8.66,57.92,92.68,13,46.34,7328.66,1420161.04,rural,1
32,337,93.55,5.28,1.91,88.09,71.52,16,46.45,14808.95,71484.85,urban,1
10,512,283.93,7.14,9.3,82.76,84.7,16,88.71,2448.97,668334.32,rural,1
32,1,1202.71,8.0,5.87,91.24,90.38,14,78.86,861.65,725232.55,rural,0
33,306,702.54,9.61,8.14,79.37,38.56,14,65.28,24759.15,1648195.32,urban,1
33,179,2733.13,9.73,6.98,87.89,74.98,15,67.09,8581.44,1673458.73,rural,0
19,460,82.98,11.84,12.06,96.61,91.64,17,74.01,3594.01,2400193.73,urban,0
15,365,396.43,6.63,7.28,85.3,90.86,15,66.08,2422.58,1841734.24,rural,0
20,165,61.82,8.73,5.23,74.35,77.58,10,50.42,3120.37,1290488.91,rural,1
5,141,1024.9,10.0,2.83,92.31,55.75,16,58.61,5516.74,2338769.9,urban,0
20,29,893.74,7.39,2.34,88.25,70.51,16,62.61,1494.25,473654.08,rural,1
16,193,212.79,5.46,21.27,69.91,79.64,8,49.73,4933.53,917575.51,rural,1
10,173,49.95,11.55,8.72,73.6,84.52,12,92.35,3514.38,1930963.95,rural,0
33,41,352.53,9.85,20.55,87.51,75.85,12,71.78,1659.9,1719492.15,urban,0
19,181,59.49,7.88,0.59,88.21,88.64,14,83.39,7907.02,8703495.18,urban,0
17,323,138.11,6.26,3.5,86.69,93.52,16,65.04,5015.95,1466547.15,rural,0
14,322,51.31,7.95,3.21,92.17,61.99,12,34.9,1639.86,1429359.6,rural,1
18,305,81.91,6.4,6.92,69.22,79.6,15,65.34,498.62,857298.54,urban,1
10,318,26.4,9.85,13.9,88.78,94.39,18,73.27,805.07,1910697.61,urban,0
10,511,484.96,7.62,5.41,70.14,83.35,18,64.18,6526.2,2209000.93,urban,0
17,376,74.47,8.11,1.68,84.27,58.83,20,52.43,7470.13,2336256.37,rural,0
22,176,142.21,3.01,6.9,77.98,95.98,14,52.7,4436.65,1643977.2,urban,1
27,200,11.09,6.35,4.0,43.41,43.42,17,33.08,15129.92,6550631.29,urban,0
10,172,2714.78,8.99,2.5,84.08,67.64,23,42.37,1903.73,1756420.17,rural,0
17,178,24.6,8.15,5.43,81.24,70.68,20,77.75,9375.33,1159476.67,urban,0
3,265,424.8,11.83,11.52,62.26,74.56,27,49.86,23059.79,34519494.55,urban,0
21,76,720.06,11.17,9.07,66.79,83.31,14,66.6,9971.14,7304746.81,urban,0
11,404,51.91,7.51,7.09,88.34,89.57,12,95.2,5756.52,2331731.32,urban,0
30,12,307.76,8.63,5.51,90.08,54.87,21,91.36,7972.25,569760.0,urban,0
2,456,616.24,9.01,3.58,73.44,95.77,18,51.91,304.71,3553941.49,rural,0
6,73,90.88,7.42,1.58,67.86,75.96,10,65.52,4597.79,3223444.89,rural,0
8,268,888.33,13.64,17.03,60.71,93.81,15,40.44,471.54,2193217.5,rural,0
22,141,180.9,7.17,5.07,78.92,94.33,17,93.2,10359.77,5219542.37,urban,0
29,369,117.8,6.93,1.94,87.5,73.17,15,44.37,2244.62,1853953.33,rural,0
19,401,49.84,4.47,4.27,71.55,88.87,14,59.54,18564.54,7619799.74,rural,0
15,302,186.72,9.54,4.51,84.53,77.92,15,40.14,3434.99,12490069.92,rural,0
34,488,38.52,9.35,4.11,55.67,99.03,25,56.98,7258.43,6249076.53,urban,0
19,274,12.31,5.15,4.72,58.55,92.49,18,60.16,513.47,573552.47,urban,1
13,307,1704.28,12.94,5.25,35.25,69.12,21,48.14,4432.57,263309.83,urban,1
26,433,23.92,7.42,3.88,89.47,78.54,13,77.98,15003.89,2730593.76,urban,0
25,177,12.58,13.54,6.45,84.69,50.04,13,63.92,2597.62,565998.14,rural,0
19,230,2392.05,10.41,7.0,82.47,81.64,16,80.4,1113.55,6571367.5,urban,0
21,91,5719.79,10.16,15.08,88.29,77.95,20,65.91,3587.87,1185318.25,urban,0
22,265,481.44,9.15,15.86,89.43,94.03,16,85.41,1453.19,1129312.74,urban,0
17,421,74.56,8.45,1.27,60.15,81.67,15,61.23,4505.41,743965.95,urban,1
33,27,244.42,11.34,6.84,71.82,79.07,16,66.99,8796.31,6019142.01,rural,0
2,35,37.61,5.85,6.66,55.21,88.3,19,27.78,9801.64,3568907.88,urban,0
1,457,81.66,9.2,3.3,59.82,93.31,19,80.74,528.75,1673698.68,rural,0
2,433,343.47,7.1,10.55,72.3,86.63,18,55.86,6895.39,8486967.29,rural,0
34,499,659.06,12.02,6.19,82.28,93.67,15,50.61,828.63,3112471.51,urban,0
5,347,91.48,9.95,7.12,76.01,72.49,12,56.35,2076.9,3347958.91,rural,0
6,246,133.86,9.38,6.06,71.34,88.81,12,46.95,3591.27,1497310.6,rural,0
32,411,315.58,9.64,2.76,82.34,80.19,21,67.0,13015.02,2116444.37,rural,0
7,326,96.61,8.37,13.1,85.55,79.66,9,66.01,332.66,4064928.55,urban,0
6,487,8.54,4.35,5.1,67.85,84.96,13,33.72,1439.03,3244752.22,rural,0
23,274,270.92,11.51,8.39,85.3,96.84,17,66.57,1685.18,1116627.98,rural,0
27,235,790.09,6.52,7.53,88.08,90.67,11,32.61,348.74,763258.17,rural,0
25,153,230.55,6.8,5.1,77.19,86.21,20,71.69,332.66,664740.75,urban,1
15,261,272.78,9.38,4.04,93.94,91.46,13,90.63,6245.05,936480.28,rural,0
24,173,307.59,11.02,2.98,81.29,91.21,17,71.19,6813.77,965645.88,urban,0
23,218,21.14,10.94,3.34,53.97,86.66,17,76.33,15039.92,2547668.89,urban,0
9,17,694.85,9.5,1.54,78.02,98.89,14,77.64,2090.38,3317835.13,urban,0
